genre, added date, video id, description, encoding, tags, title, user id
"Black comedy",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy-drama",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Musical",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Musical comedy",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Satire",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Surrealism",1973-06-20,7bae6770-0ef2-11e5-b136-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"O Lucky Man!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1973-12-25,7bae6eca-0ef2-11e5-8040-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Sting",854c2cbc-a67d-4740-9164-0e166ab99a24
"Buddy film",1973-12-25,7bae6eca-0ef2-11e5-8040-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Sting",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1973-12-25,7bae6eca-0ef2-11e5-8040-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Sting",854c2cbc-a67d-4740-9164-0e166ab99a24
"Crime Fiction",1973-12-25,7bae6eca-0ef2-11e5-8040-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Sting",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1973-12-25,7bae6eca-0ef2-11e5-8040-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Sting",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1977-05-25,7bae7e23-0ef2-11e5-8cf5-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Wars",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1977-05-25,7bae7e23-0ef2-11e5-8cf5-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Wars",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1977-05-25,7bae7e23-0ef2-11e5-8cf5-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Wars",854c2cbc-a67d-4740-9164-0e166ab99a24
"Science Fiction",1977-05-25,7bae7e23-0ef2-11e5-8cf5-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Wars",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1977-04-03,7bae8823-0ef2-11e5-9169-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"3 Women",854c2cbc-a67d-4740-9164-0e166ab99a24
"Indie film",1977-04-03,7bae8823-0ef2-11e5-9169-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"3 Women",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Albinism in popular culture",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mystery",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romance Film",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Romantic comedy",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1978-07-14,7bae8d91-0ef2-11e5-aee9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Foul Play",854c2cbc-a67d-4740-9164-0e166ab99a24
"Alien Film",1978-05-01,7bae96ab-0ef2-11e5-834d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Alien Factor",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1978-05-01,7bae96ab-0ef2-11e5-834d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Alien Factor",854c2cbc-a67d-4740-9164-0e166ab99a24
"Science Fiction",1978-05-01,7bae96ab-0ef2-11e5-834d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Alien Factor",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1976-01-01,7bae9dd1-0ef2-11e5-83d8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Ape",854c2cbc-a67d-4740-9164-0e166ab99a24
"Horror",1976-01-01,7bae9dd1-0ef2-11e5-83d8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Ape",854c2cbc-a67d-4740-9164-0e166ab99a24
"Monster",1976-01-01,7bae9dd1-0ef2-11e5-83d8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Ape",854c2cbc-a67d-4740-9164-0e166ab99a24
"Natural horror film",1976-01-01,7bae9dd1-0ef2-11e5-83d8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Ape",854c2cbc-a67d-4740-9164-0e166ab99a24
"Science Fiction",1976-01-01,7bae9dd1-0ef2-11e5-83d8-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Ape",854c2cbc-a67d-4740-9164-0e166ab99a24
"Costume Horror",1973-01-01,7baea191-0ef2-11e5-bed9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Asphyx",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1973-01-01,7baea191-0ef2-11e5-bed9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Asphyx",854c2cbc-a67d-4740-9164-0e166ab99a24
"Horror",1973-01-01,7baea191-0ef2-11e5-bed9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Asphyx",854c2cbc-a67d-4740-9164-0e166ab99a24
"Supernatural",1973-01-01,7baea191-0ef2-11e5-bed9-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Asphyx",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1976-07-01,7baea782-0ef2-11e5-98d0-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"At the Earth's Core",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cult film",1976-07-01,7baea782-0ef2-11e5-98d0-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"At the Earth's Core",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1976-07-01,7baea782-0ef2-11e5-98d0-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"At the Earth's Core",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy Adventure",1976-07-01,7baea782-0ef2-11e5-98d0-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"At the Earth's Core",854c2cbc-a67d-4740-9164-0e166ab99a24
"Science Fiction",1976-07-01,7baea782-0ef2-11e5-98d0-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"At the Earth's Core",854c2cbc-a67d-4740-9164-0e166ab99a24
"Business",1972-03-15,7baeadae-0ef2-11e5-b8fc-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Godfather",854c2cbc-a67d-4740-9164-0e166ab99a24
"Crime Fiction",1972-03-15,7baeadae-0ef2-11e5-b8fc-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Godfather",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1972-03-15,7baeadae-0ef2-11e5-b8fc-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Godfather",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama film",1972-03-15,7baeadae-0ef2-11e5-b8fc-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Godfather",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1974-02-07,7baec60f-0ef2-11e5-b06d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Blazing Saddles",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody film",1974-02-07,7baec60f-0ef2-11e5-b06d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Blazing Saddles",854c2cbc-a67d-4740-9164-0e166ab99a24
"Satire",1974-02-07,7baec60f-0ef2-11e5-b06d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Blazing Saddles",854c2cbc-a67d-4740-9164-0e166ab99a24
"Western",1974-02-07,7baec60f-0ef2-11e5-b06d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Blazing Saddles",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Costume drama",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cult film",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Parody",1975-03-14,7baee63d-0ef2-11e5-bc0c-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Monty Python and the Holy Grail",854c2cbc-a67d-4740-9164-0e166ab99a24
"Horror",1973-06-19,7baf0561-0ef2-11e5-89db-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Exorcist",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cult film",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Horror",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Indie film",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Slasher",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Teen film",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Thriller",1978-10-01,7baf1673-0ef2-11e5-9b2d-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Halloween",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1975-11-19,7baf1dfa-0ef2-11e5-ae15-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"One Flew Over the Cuckoo's Nest",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1976-04-23,7baf2afd-0ef2-11e5-bb1a-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stay Hungry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy-drama",1976-04-23,7baf2afd-0ef2-11e5-bb1a-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stay Hungry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1976-04-23,7baf2afd-0ef2-11e5-bb1a-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stay Hungry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sports",1976-04-23,7baf2afd-0ef2-11e5-bb1a-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stay Hungry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action Film",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Action/Adventure",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy Adventure",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mythological Fantasy",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Time travel",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Adventure Film",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Comedy",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Drama",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Family",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Fantasy",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
